Team,1,2,3,4,5,6,7,8,9,R,H,E,R-9,W-L,Score_1,Score_2,Score_3,Score_4,Score_5,Score_6,Score_7,Score_8,Score_9,delta_1,delta_2,delta_3,delta_4,delta_5,delta_6,delta_7,delta_8,delta_9,Game_ID,10,11,12,13,14,15,16,17,18,19
SEA,0,4,0,0,0,0,0,0,0,4,7,0,4,L,0,4,4,4,4,4,4,4,4,0,3,3,3,3,1,-2,-2,-2,401246431,,,,,,,,,,
TB,0,1,0,0,0,0,2,-,-,3,4,0,3,W,0,1,1,1,1,1,3,#VALUE!,3,0,1,1,1,1,0,2,#VALUE!,2,401226422,,,,,,,,,,
BAL,0,0,0,0,0,1,0,-,-,1,3,0,1,L,0,0,0,0,0,1,1,#VALUE!,1,0,-1,-1,-1,-1,0,-2,#VALUE!,-2,401226422,,,,,,,,,,
TOR,0,0,2,0,1,0,0,0,4,7,12,1,7,L,0,0,2,2,3,3,3,3,7,-2,-2,0,-7,-6,-6,-7,-7,-3,401226428,,,,,,,,,,
NYY,2,0,0,7,0,0,1,0,-,10,14,0,10,W,2,2,2,9,9,9,10,10,10,2,2,0,7,6,6,7,7,3,401226428,,,,,,,,,,
NYM,3,0,0,0,0,3,0,0,4,10,11,0,10,W,3,3,3,3,3,6,6,6,10,-1,-3,-3,-3,-3,0,0,0,4,401226429,,,,,,,,,,
PHI,4,2,0,0,0,0,0,0,0,6,9,0,6,L,4,6,6,6,6,6,6,6,6,1,3,3,3,3,0,0,0,-4,401226429,,,,,,,,,,
STL,0,0,1,0,0,0,0,0,0,1,2,0,1,L,0,0,1,1,1,1,1,1,1,0,0,1,-3,-4,-4,-4,-4,-4,401226430,,,,,,,,,,
PIT,0,0,0,4,1,0,0,0,-,5,9,0,5,W,0,0,0,4,5,5,5,5,5,0,0,-1,3,4,4,4,4,4,401226430,,,,,,,,,,
CLE,1,0,0,4,0,0,3,2,0,10,10,0,10,W,1,1,1,5,5,5,8,10,10,1,1,1,5,5,5,8,7,7,401226425,,,,,,,,,,
DET,0,0,0,0,0,0,0,3,0,3,4,1,3,L,0,0,0,0,0,0,0,3,3,-1,-1,-1,-5,-5,-5,-8,-7,-7,401226425,,,,,,,,,,
TEX,0,0,0,0,0,0,1,0,0,1,5,1,1,L,0,0,0,0,0,0,1,1,1,0,-2,-2,-2,-2,-2,-1,-1,-1,401226426,,,,,,,,,,
HOU,0,2,0,0,0,0,0,0,-,2,4,0,2,W,0,2,2,2,2,2,2,2,2,0,2,2,2,2,2,1,1,1,401226426,,,,,,,,,,
BAL,0,1,1,4,0,0,0,-,-,6,10,1,6,L,0,1,2,6,6,6,6,#VALUE!,6,-3,-2,-2,0,-4,-4,#VALUE!,#VALUE!,-4,401241322,,,,,,,,,,
TB,3,0,1,2,4,0,-,-,-,10,10,1,10,W,3,3,4,6,10,10,#VALUE!,#VALUE!,10,3,2,2,0,4,4,#VALUE!,#VALUE!,4,401241322,,,,,,,,,,
LAD,0,0,0,2,0,0,6,1,0,9,11,2,9,W,0,0,0,2,2,2,8,9,9,-2,-2,-2,0,0,0,6,6,6,401226424,,,,,,,,,,
COL,2,0,0,0,0,0,0,1,0,3,5,1,3,L,2,2,2,2,2,2,2,3,3,2,2,2,0,0,0,-6,-6,-6,401226424,,,,,,,,,,
STL,1,2,2,1,0,0,0,-,-,6,8,4,6,W,1,3,5,6,6,6,6,#VALUE!,6,-1,1,3,1,1,1,1,#VALUE!,1,401226444,,,,,,,,,,
PIT,2,0,0,3,0,0,0,-,-,5,4,1,5,L,2,2,2,5,5,5,5,#VALUE!,5,1,-1,-3,-1,-1,-1,-1,#VALUE!,-1,401226444,,,,,,,,,,
PHI,1,0,0,0,5,1,0,-,-,7,9,0,7,W,1,1,1,1,6,7,7,#VALUE!,7,1,1,1,1,6,7,7,#VALUE!,7,401234681,,,,,,,,,,
TOR,0,0,0,0,0,0,0,-,-,0,4,0,0,L,0,0,0,0,0,0,0,#VALUE!,0,-1,-1,-1,-1,-6,-7,-7,#VALUE!,-7,401234681,,,,,,,,,,
WSH,0,2,0,3,0,0,0,-,-,5,10,1,5,W,0,2,2,5,5,5,5,#VALUE!,5,0,2,2,5,5,5,5,#VALUE!,5,401226439,,,,,,,,,,
MIA,0,0,0,0,0,0,0,-,-,0,2,0,0,L,0,0,0,0,0,0,0,#VALUE!,0,0,-2,-2,-5,-5,-5,-5,#VALUE!,-5,401226439,,,,,,,,,,
CHW,0,0,0,0,0,1,0,0,0,1,4,0,1,L,0,0,0,0,0,1,1,1,1,-1,-1,-6,-6,-6,-5,-6,-6,-6,401226434,,,,,,,,,,
CIN,1,0,5,0,0,0,1,0,-,7,8,0,7,W,1,1,6,6,6,6,7,7,7,1,1,6,6,6,5,6,6,6,401226434,,,,,,,,,,
CLE,0,0,0,0,1,0,0,0,0,1,5,0,1,W,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,401226436,,,,,,,,,,
DET,0,0,0,0,0,0,0,0,0,0,6,0,0,L,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,401226436,,,,,,,,,,
ATL,1,4,1,6,0,2,0,1,0,15,17,0,15,W,1,5,6,12,12,14,14,15,15,1,5,6,12,11,12,12,13,13,401226441,,,,,,,,,,
NYM,0,0,0,0,1,1,0,0,0,2,5,0,2,L,0,0,0,0,1,2,2,2,2,-1,-5,-6,-12,-11,-12,-12,-13,-13,401226441,,,,,,,,,,
NYY,0,0,0,0,0,0,2,1,1,6,11,3,4,E,0,0,0,0,0,0,2,3,4,0,0,0,-3,-4,-4,-2,-1,0,401226432,0,1,1,,,,,,,
BOS,0,0,0,3,1,0,0,0,0,5,10,0,4,E,0,0,0,3,4,4,4,4,4,0,0,0,3,4,4,2,1,0,401226432,0,1,0,,,,,,,
TOR,0,0,0,5,2,0,0,-,-,7,10,1,7,L,0,0,0,5,7,7,7,#VALUE!,7,-1,-1,-2,0,2,-1,#VALUE!,#VALUE!,-1,401226443,,,,,,,,,,
PHI,1,0,1,3,0,3,-,-,-,8,9,0,8,W,1,1,2,5,5,8,#VALUE!,#VALUE!,8,1,1,2,0,-2,1,#VALUE!,#VALUE!,1,401226443,,,,,,,,,,
TB,1,0,1,0,0,0,0,0,0,2,5,0,2,W,1,1,2,2,2,2,2,2,2,1,1,2,1,1,1,1,1,1,401226431,,,,,,,,,,
BAL,0,0,0,1,0,0,0,0,0,1,5,0,1,L,0,0,0,1,1,1,1,1,1,-1,-1,-2,-1,-1,-1,-1,-1,-1,401226431,,,,,,,,,,
PIT,0,0,0,0,2,0,0,-,-,2,4,3,2,L,0,0,0,0,2,2,2,#VALUE!,2,0,0,0,-1,1,-5,#VALUE!,#VALUE!,-5,401236361,,,,,,,,,,
STL,0,0,0,1,0,6,-,-,-,7,6,0,7,W,0,0,0,1,1,7,#VALUE!,#VALUE!,7,0,0,0,1,-1,5,#VALUE!,#VALUE!,5,401236361,,,,,,,,,,
LAD,0,4,0,0,5,2,4,0,0,15,17,0,15,W,0,4,4,4,9,11,15,15,15,0,1,1,1,6,5,9,9,9,401226435,,,,,,,,,,
COL,0,3,0,0,0,3,0,0,0,6,11,2,6,L,0,3,3,3,3,6,6,6,6,0,-1,-1,-1,-6,-5,-9,-9,-9,401226435,,,,,,,,,,
ARI,0,0,0,3,0,0,2,1,0,6,11,2,6,W,0,0,0,3,3,3,5,6,6,-1,-1,-2,1,0,0,2,3,3,401226437,,,,,,,,,,
HOU,1,0,1,0,1,0,0,0,0,3,7,0,3,L,1,1,2,2,3,3,3,3,3,1,1,2,-1,0,0,-2,-3,-3,401226437,,,,,,,,,,
KC,3,0,1,0,0,0,0,0,1,5,11,0,5,L,3,3,4,4,4,4,4,4,5,3,3,4,-2,-5,-5,-5,-5,-4,401226440,,,,,,,,,,
MIL,0,0,0,6,3,0,0,0,-,9,14,2,9,W,0,0,0,6,9,9,9,9,9,-3,-3,-4,2,5,5,5,5,4,401226440,,,,,,,,,,
WSH,2,0,0,0,1,0,0,-,-,3,6,1,3,L,2,2,2,2,3,3,3,#VALUE!,3,1,0,-4,-4,-7,-11,#VALUE!,#VALUE!,-11,401234675,,,,,,,,,,
MIA,1,1,4,0,4,4,-,-,-,14,12,1,14,W,1,2,6,6,10,14,#VALUE!,#VALUE!,14,-1,0,4,4,7,11,#VALUE!,#VALUE!,11,401234675,,,,,,,,,,
MIN,0,0,0,0,0,0,0,0,0,0,3,0,0,L,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,401226433,,,,,,,,,,
CHC,1,0,0,0,0,0,0,0,-,1,3,0,1,W,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,401226433,,,,,,,,,,
TEX,0,0,0,0,0,0,2,0,0,2,6,0,2,L,0,0,0,0,0,0,2,2,2,0,-1,-1,-1,-2,-3,-2,-4,-4,401226438,,,,,,,,,,
LAA,0,1,0,0,1,1,1,2,-,6,11,1,6,W,0,1,1,1,2,3,4,6,6,0,1,1,1,2,3,2,4,4,401226438,,,,,,,,,,
SF,0,0,0,0,0,0,0,0,0,0,3,0,0,L,0,0,0,0,0,0,0,0,0,-1,-1,-4,-6,-6,-6,-6,-6,-6,401226442,,,,,,,,,,
OAK,1,0,3,2,0,0,0,0,-,6,6,0,6,W,1,1,4,6,6,6,6,6,6,1,1,4,6,6,6,6,6,6,401226442,,,,,,,,,,
SD,0,0,1,4,0,0,0,0,1,6,7,0,6,W,0,0,1,5,5,5,5,5,6,0,0,1,5,5,5,5,4,5,401226445,,,,,,,,,,
SEA,0,0,0,0,0,0,0,1,0,1,3,0,1,L,0,0,0,0,0,0,0,1,1,0,0,-1,-5,-5,-5,-5,-4,-5,401226445,,,,,,,,,,
SF,0,0,0,0,0,0,0,0,0,0,6,0,0,L,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-6,-6,-6,401226457,,,,,,,,,,
OAK,0,0,0,1,0,0,5,0,-,6,6,1,6,W,0,0,0,1,1,1,6,6,6,0,0,0,1,1,1,6,6,6,401226457,,,,,,,,,,
TOR,0,0,0,0,1,0,0,0,0,1,2,0,1,L,0,0,0,0,1,1,1,1,1,0,0,0,0,-1,-1,-1,-2,-2,401226458,,,,,,,,,,
PHI,0,0,0,0,2,0,0,1,-,3,9,0,3,W,0,0,0,0,2,2,2,3,3,0,0,0,0,1,1,1,2,2,401226458,,,,,,,,,,
CLE,0,0,2,0,0,0,0,0,0,2,8,0,2,L,0,0,2,2,2,2,2,2,2,-1,-1,1,1,1,1,1,-3,-3,401226451,,,,,,,,,,
DET,1,0,0,0,0,0,0,4,-,5,10,0,5,W,1,1,1,1,1,1,1,5,5,1,1,-1,-1,-1,-1,-1,3,3,401226451,,,,,,,,,,
WSH,0,0,0,2,0,0,1,0,0,3,5,1,3,L,0,0,0,2,2,2,3,3,3,-1,-1,-3,-3,-4,-5,-4,-4,-4,401226454,,,,,,,,,,
MIA,1,0,2,2,1,1,0,0,-,7,15,1,7,W,1,1,3,5,6,7,7,7,7,1,1,3,3,4,5,4,4,4,401226454,,,,,,,,,,
STL,0,0,0,0,0,0,5,0,0,5,3,1,5,W,0,0,0,0,0,0,5,5,5,-1,-1,-2,-2,-2,-4,1,1,1,401226459,,,,,,,,,,
PIT,1,0,1,0,0,2,0,0,0,4,6,0,4,L,1,1,2,2,2,4,4,4,4,1,1,2,2,2,4,-1,-1,-1,401226459,,,,,,,,,,
CHW,0,0,0,0,2,0,0,3,0,5,8,0,5,W,0,0,0,0,2,2,2,5,5,0,0,0,0,2,2,2,5,5,401226449,,,,,,,,,,
CIN,0,0,0,0,0,0,0,0,0,0,6,0,0,L,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-2,-2,-5,-5,401226449,,,,,,,,,,
ATL,0,0,0,0,0,1,0,1,0,2,6,1,2,L,0,0,0,0,0,1,1,2,2,-2,-2,-2,-3,-3,-2,-2,-5,-5,401226456,,,,,,,,,,
NYM,2,0,0,1,0,0,0,4,-,7,10,0,7,W,2,2,2,3,3,3,3,7,7,2,2,2,3,3,2,2,5,5,401226456,,,,,,,,,,
ARI,0,1,1,0,0,0,0,0,0,2,4,1,2,L,0,1,2,2,2,2,2,2,2,0,1,1,1,1,-1,-1,-1,-1,401226452,,,,,,,,,,
HOU,0,0,1,0,0,2,0,0,-,3,6,0,3,W,0,0,1,1,1,3,3,3,3,0,-1,-1,-1,-1,1,1,1,1,401226452,,,,,,,,,,
KC,0,0,0,0,0,0,0,0,0,0,4,2,0,L,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-5,-5,401226455,,,,,,,,,,
MIL,0,0,1,0,0,0,0,4,-,5,4,1,5,W,0,0,1,1,1,1,1,5,5,0,0,1,1,1,1,1,5,5,401226455,,,,,,,,,,
NYY,2,0,0,2,3,0,0,0,1,8,11,0,8,W,2,2,2,4,7,7,7,7,8,2,2,2,4,7,7,7,7,8,401226447,,,,,,,,,,
BOS,0,0,0,0,0,0,0,0,0,0,5,3,0,L,0,0,0,0,0,0,0,0,0,-2,-2,-2,-4,-7,-7,-7,-7,-8,401226447,,,,,,,,,,
TB,0,0,1,0,2,0,0,0,0,3,9,0,3,W,0,0,1,1,3,3,3,3,3,-1,-1,0,0,2,2,2,2,2,401226446,,,,,,,,,,
BAL,1,0,0,0,0,0,0,0,0,1,6,2,1,L,1,1,1,1,1,1,1,1,1,1,1,0,0,-2,-2,-2,-2,-2,401226446,,,,,,,,,,
LAD,2,0,0,1,0,0,3,0,0,6,7,0,6,W,2,2,2,3,3,3,6,6,6,1,1,1,2,2,2,5,5,5,401226450,,,,,,,,,,
COL,1,0,0,0,0,0,0,0,0,1,5,1,1,L,1,1,1,1,1,1,1,1,1,-1,-1,-1,-2,-2,-2,-5,-5,-5,401226450,,,,,,,,,,
MIN,1,0,0,0,0,1,5,0,1,8,10,0,8,W,1,1,1,1,1,2,7,7,8,1,0,0,0,0,1,6,6,7,401226448,,,,,,,,,,
CHC,0,1,0,0,0,0,0,0,0,1,5,1,1,L,0,1,1,1,1,1,1,1,1,-1,0,0,0,0,-1,-6,-6,-7,401226448,,,,,,,,,,
TEX,3,0,0,0,0,0,0,0,0,3,6,1,3,L,3,3,3,3,3,3,3,3,3,3,2,2,2,0,0,0,-1,-1,401226453,,,,,,,,,,
LAA,0,1,0,0,2,0,0,1,-,4,8,0,4,W,0,1,1,1,3,3,3,4,4,-3,-2,-2,-2,0,0,0,1,1,401226453,,,,,,,,,,
SD,0,0,1,0,0,0,0,0,0,1,9,0,1,L,0,0,1,1,1,1,1,1,1,-1,-1,-2,-2,-3,-3,-3,-3,-3,401226460,,,,,,,,,,
SEA,1,0,2,0,1,0,0,0,-,4,8,0,4,W,1,1,3,3,4,4,4,4,4,1,1,2,2,3,3,3,3,3,401226460,,,,,,,,,,
TB,0,0,0,1,0,0,0,0,0,1,4,0,1,L,0,0,0,1,1,1,1,1,1,-2,-2,-2,-1,-1,-1,-1,-1,-1,401226461,,,,,,,,,,
BAL,2,0,0,0,0,0,0,0,-,2,5,2,2,W,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,401226461,,,,,,,,,,
NYY,0,0,0,0,0,1,0,0,1,2,3,2,2,L,0,0,0,0,0,1,1,1,2,0,-2,-6,-6,-6,-5,-8,-9,-8,401226462,,,,,,,,,,
BOS,0,2,4,0,0,0,3,1,-,10,14,1,10,W,0,2,6,6,6,6,9,10,10,0,2,6,6,6,5,8,9,8,401226462,,,,,,,,,,
CHW,0,0,0,0,2,0,0,1,0,3,6,0,3,L,0,0,0,0,2,2,2,3,3,0,0,0,-5,-5,-5,-5,-4,-4,401226464,,,,,,,,,,
CIN,0,0,0,5,2,0,0,0,-,7,5,0,7,W,0,0,0,5,7,7,7,7,7,0,0,0,5,5,5,5,4,4,401226464,,,,,,,,,,
CLE,0,0,0,0,3,2,2,0,0,7,7,0,7,W,0,0,0,0,3,5,7,7,7,0,0,0,0,3,5,7,4,3,401226466,,,,,,,,,,
DET,0,0,0,0,0,0,0,3,1,4,6,2,4,L,0,0,0,0,0,0,0,3,4,0,0,0,0,-3,-5,-7,-4,-3,401226466,,,,,,,,,,
WSH,0,0,0,0,1,0,0,-,-,1,7,2,1,L,0,0,0,0,1,1,1,#VALUE!,1,-1,-1,-1,-1,0,-1,#VALUE!,#VALUE!,-1,401226469,,,,,,,,,,
MIA,1,0,0,0,0,1,-,-,-,2,5,0,2,W,1,1,1,1,1,2,#VALUE!,#VALUE!,2,1,1,1,1,0,1,#VALUE!,#VALUE!,1,401226469,,,,,,,,,,
ATL,0,0,0,0,0,1,0,2,4,7,7,0,7,W,0,0,0,0,0,1,1,3,7,0,0,0,0,0,1,1,3,7,401226471,,,,,,,,,,
NYM,0,0,0,0,0,0,0,0,0,0,3,1,0,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-3,-7,401226471,,,,,,,,,,
ARI,0,0,0,1,1,0,0,0,0,2,7,1,2,L,0,0,0,1,2,2,2,2,2,0,0,0,1,2,1,0,-1,-1,401226467,,,,,,,,,,
HOU,0,0,0,0,0,1,1,1,-,3,5,0,3,W,0,0,0,0,0,1,2,3,3,0,0,0,-1,-2,-1,0,1,1,401226467,,,,,,,,,,
KC,0,0,0,0,0,1,0,0,2,3,6,0,3,L,0,0,0,0,0,1,1,1,3,-2,-2,-2,-2,-2,-4,-4,-4,-2,401226470,,,,,,,,,,
MIL,2,0,0,0,0,3,0,0,-,5,7,0,5,W,2,2,2,2,2,5,5,5,5,2,2,2,2,2,4,4,4,2,401226470,,,,,,,,,,
TOR,2,0,0,0,0,2,2,0,0,6,8,3,6,W,2,2,2,2,2,4,6,6,6,1,1,1,1,1,3,3,3,3,401226473,,,,,,,,,,
PHI,1,0,0,0,0,0,2,0,0,3,6,1,3,L,1,1,1,1,1,1,3,3,3,-1,-1,-1,-1,-1,-3,-3,-3,-3,401226473,,,,,,,,,,
LAD,0,0,0,0,0,0,1,0,2,3,7,0,3,L,0,0,0,0,0,0,1,1,3,0,0,0,-2,-2,-5,-4,-5,-3,401226465,,,,,,,,,,
COL,0,0,0,2,0,3,0,1,-,6,10,0,6,W,0,0,0,2,2,5,5,6,6,0,0,0,2,2,5,4,5,3,401226465,,,,,,,,,,
SF,0,0,2,2,0,4,1,2,3,14,15,1,14,W,0,0,2,4,4,8,9,11,14,0,0,2,4,4,6,7,9,12,401226472,,,,,,,,,,
OAK,0,0,0,0,0,2,0,0,0,2,5,0,2,L,0,0,0,0,0,2,2,2,2,0,0,-2,-4,-4,-6,-7,-9,-12,401226472,,,,,,,,,,
STL,0,0,0,0,0,0,2,0,0,2,6,0,2,W,0,0,0,0,0,0,2,2,2,0,0,0,-1,-1,-1,1,1,1,401226474,,,,,,,,,,
PIT,0,0,0,1,0,0,0,0,0,1,2,1,1,L,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,-1,-1,-1,401226474,,,,,,,,,,
TEX,2,1,1,1,0,0,0,2,0,7,9,0,7,W,2,3,4,5,5,5,5,7,7,2,2,3,4,4,3,3,5,5,401226468,,,,,,,,,,
LAA,0,1,0,0,0,1,0,0,0,2,5,0,2,L,0,1,1,1,1,2,2,2,2,-2,-2,-3,-4,-4,-3,-3,-5,-5,401226468,,,,,,,,,,
SD,0,0,0,0,0,3,0,0,0,7,6,0,3,E,0,0,0,0,0,3,3,3,3,0,0,0,0,-1,2,2,0,0,401226475,1,3,,,,,,,,
SEA,0,0,0,0,1,0,0,2,0,4,5,1,3,E,0,0,0,0,1,1,1,3,3,0,0,0,0,1,-2,-2,0,0,401226475,1,0,,,,,,,,
WSH,3,0,3,1,4,4,0,-,-,15,18,0,15,W,3,3,6,7,11,15,15,#VALUE!,15,3,3,6,7,11,15,15,#VALUE!,15,401234676,,,,,,,,,,
MIA,0,0,0,0,0,0,0,-,-,0,2,1,0,L,0,0,0,0,0,0,0,#VALUE!,0,-3,-3,-6,-7,-11,-15,-15,#VALUE!,-15,401234676,,,,,,,,,,
MIN,1,1,0,0,0,0,2,0,0,4,10,0,4,W,1,2,2,2,2,2,4,4,4,1,2,2,2,2,2,4,4,4,401226463,,,,,,,,,,
CHC,0,0,0,0,0,0,0,0,0,0,4,0,0,L,0,0,0,0,0,0,0,0,0,-1,-2,-2,-2,-2,-2,-4,-4,-4,401226463,,,,,,,,,,
TEX,1,1,1,0,0,2,0,0,0,5,7,1,5,L,1,2,3,3,3,5,5,5,5,1,1,2,-5,-5,-3,-3,-3,-3,401226480,,,,,,,,,,
LAA,0,1,0,7,0,0,0,0,-,8,8,0,8,W,0,1,1,8,8,8,8,8,8,-1,-1,-2,5,5,3,3,3,3,401226480,,,,,,,,,,
PHI,0,0,0,0,1,0,0,0,0,1,6,3,1,L,0,0,0,0,1,1,1,1,1,-2,-2,-2,-2,-1,-2,-4,-4,-4,401226486,,,,,,,,,,
WSH,2,0,0,0,0,1,2,0,-,5,7,0,5,W,2,2,2,2,2,3,5,5,5,2,2,2,2,1,2,4,4,4,401226486,,,,,,,,,,
CHW,0,0,0,0,4,0,0,0,0,4,9,0,4,L,0,0,0,0,4,4,4,4,4,-3,-4,-4,-4,-2,-2,-3,-3,-3,401226478,,,,,,,,,,
CLE,3,1,0,0,2,0,1,0,-,7,10,2,7,W,3,4,4,4,6,6,7,7,7,3,4,4,4,2,2,3,3,3,401226478,,,,,,,,,,
NYY,0,1,0,0,0,0,1,0,3,5,8,2,5,L,0,1,1,1,1,1,2,2,5,0,1,-4,-8,-8,-9,-9,-9,-6,401226485,,,,,,,,,,
TOR,0,0,5,4,0,1,1,0,-,11,13,1,11,W,0,0,5,9,9,10,11,11,11,0,-1,4,8,8,9,9,9,6,401226485,,,,,,,,,,
MIL,0,0,0,0,1,0,0,0,2,3,6,0,3,L,0,0,0,0,1,1,1,1,3,0,0,0,0,1,-1,-1,-5,-3,401226477,,,,,,,,,,
CIN,0,0,0,0,0,2,0,4,-,6,8,0,6,W,0,0,0,0,0,2,2,6,6,0,0,0,0,-1,1,1,5,3,401226477,,,,,,,,,,
CHC,0,1,0,0,1,0,0,3,0,5,8,0,5,W,0,1,1,1,2,2,2,5,5,0,1,1,1,2,2,2,5,5,401226482,,,,,,,,,,
PIT,0,0,0,0,0,0,0,0,0,0,4,0,0,L,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-2,-2,-2,-5,-5,401226482,,,,,,,,,,
MIA,3,0,0,0,0,0,0,1,0,4,9,0,4,L,3,3,3,3,3,3,3,4,4,-1,-2,-2,-2,-2,-2,-2,-1,-1,401226476,,,,,,,,,,
ATL,4,1,0,0,0,0,0,0,-,5,8,0,5,W,4,5,5,5,5,5,5,5,5,1,2,2,2,2,2,2,1,1,401226476,,,,,,,,,,
TB,0,1,0,1,0,0,0,0,0,2,5,0,2,W,0,1,1,2,2,2,2,2,2,0,1,1,2,1,1,1,1,1,401226481,,,,,,,,,,
NYM,0,0,0,0,1,0,0,0,0,1,4,0,1,L,0,0,0,0,1,1,1,1,1,0,-1,-1,-2,-1,-1,-1,-1,-1,401226481,,,,,,,,,,
STL,0,1,0,0,0,0,0,0,0,1,6,0,1,L,0,1,1,1,1,1,1,1,1,0,1,1,1,0,-2,-2,-3,-3,401226479,,,,,,,,,,
KC,0,0,0,0,1,2,0,1,-,4,8,0,4,W,0,0,0,0,1,3,3,4,4,0,-1,-1,-1,0,2,2,3,3,401226479,,,,,,,,,,
HOU,0,0,0,0,0,0,0,0,1,1,9,1,1,L,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-4,-6,-5,401226484,,,,,,,,,,
SEA,0,0,0,0,0,0,4,2,-,6,6,0,6,W,0,0,0,0,0,0,4,6,6,0,0,0,0,0,0,4,6,5,401226484,,,,,,,,,,
COL,2,0,1,1,3,0,0,0,0,7,9,1,7,W,2,2,3,4,7,7,7,7,7,2,2,3,4,6,6,5,5,5,401226483,,,,,,,,,,
SF,0,0,0,0,1,0,1,0,0,2,6,1,2,L,0,0,0,0,1,1,2,2,2,-2,-2,-3,-4,-6,-6,-5,-5,-5,401226483,,,,,,,,,,
PHI,0,0,0,1,0,0,0,-,-,1,3,2,1,L,0,0,0,1,1,1,1,#VALUE!,1,-1,-1,-5,-4,-4,-4,#VALUE!,#VALUE!,-4,401241284,,,,,,,,,,
WSH,1,0,4,0,0,0,-,-,-,5,6,1,5,W,1,1,5,5,5,5,#VALUE!,#VALUE!,5,1,1,5,4,4,4,#VALUE!,#VALUE!,4,401241284,,,,,,,,,,
PHI,0,2,0,1,2,1,0,1,-,7,11,0,7,L,0,2,2,3,5,6,6,7,7,0,2,-2,-3,-1,0,0,-1,-1,401226501,,,,,,,,,,
WSH,0,0,4,2,0,0,0,2,-,8,9,1,8,W,0,0,4,6,6,6,6,8,8,0,-2,2,3,1,0,0,1,1,401226501,,,,,,,,,,
CHW,0,0,0,0,0,1,0,0,0,3,8,1,1,E,0,0,0,0,0,1,1,1,1,-1,-1,-1,-1,-1,0,0,0,0,401226491,2,,,,,,,,,
CLE,1,0,0,0,0,0,0,0,0,5,6,0,1,E,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,401226491,4,,,,,,,,,
NYY,2,0,0,1,4,0,0,3,2,12,15,0,12,W,2,2,2,3,7,7,7,10,12,2,2,2,2,6,6,6,9,11,401226500,,,,,,,,,,
TOR,0,0,0,1,0,0,0,0,0,1,5,0,1,L,0,0,0,1,1,1,1,1,1,-2,-2,-2,-2,-6,-6,-6,-9,-11,401226500,,,,,,,,,,
MIL,0,0,0,0,1,0,2,0,0,3,5,2,3,W,0,0,0,0,1,1,3,3,3,-2,-2,-2,-2,-1,-1,1,1,1,401226490,,,,,,,,,,
CIN,2,0,0,0,0,0,0,0,0,2,4,0,2,L,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,-1,-1,-1,401226490,,,,,,,,,,
CHC,0,0,0,0,0,0,0,2,0,2,5,0,2,L,0,0,0,0,0,0,0,2,2,0,-1,-1,-1,-2,-2,-2,0,-1,401226496,,,,,,,,,,
PIT,0,1,0,0,1,0,0,0,1,3,5,0,3,W,0,1,1,1,2,2,2,2,3,0,1,1,1,2,2,2,0,1,401226496,,,,,,,,,,
MIA,0,0,0,0,0,1,0,0,0,1,10,1,1,L,0,0,0,0,0,1,1,1,1,-1,-2,-2,-2,-4,-3,-8,-10,-10,401226488,,,,,,,,,,
ATL,1,1,0,0,2,0,5,2,-,11,15,0,11,W,1,2,2,2,4,4,9,11,11,1,2,2,2,4,3,8,10,10,401226488,,,,,,,,,,
TB,0,1,0,0,0,0,1,0,0,2,5,0,2,L,0,1,1,1,1,1,2,2,2,0,0,0,-1,-1,-2,-2,-3,-3,401226495,,,,,,,,,,
NYM,0,1,0,1,0,1,1,1,-,5,10,1,5,W,0,1,1,2,2,3,4,5,5,0,0,0,1,1,2,2,3,3,401226495,,,,,,,,,,
BAL,1,0,0,0,0,2,0,0,0,3,11,3,3,L,1,1,1,1,1,3,3,3,3,1,-2,-3,-3,-3,-5,-5,-5,-5,401226489,,,,,,,,,,
BOS,0,3,1,0,0,4,0,0,-,8,14,2,8,W,0,3,4,4,4,8,8,8,8,-1,2,3,3,3,5,5,5,5,401226489,,,,,,,,,,
DET,0,0,0,1,0,1,1,0,0,4,9,0,3,E,0,0,0,1,1,2,3,3,3,-1,-1,-1,-1,-1,0,1,0,0,401226494,1,,,,,,,,,
MIN,1,0,0,1,0,0,0,1,0,5,9,1,3,E,1,1,1,2,2,2,2,3,3,1,1,1,1,1,0,-1,0,0,401226494,2,,,,,,,,,
STL,0,3,0,0,1,1,0,0,0,5,7,2,5,W,0,3,3,3,4,5,5,5,5,0,3,3,3,4,5,5,5,5,401226492,,,,,,,,,,
